id,label
1649,3
165,13
1650,12
1651,3
1652,13
1653,13
1654,15
1655,13
1656,15
1657,14
1658,13
1659,15
166,13
1660,12
1661,13
1662,15
1663,13
1664,13
1665,15
1666,13
1667,13
1668,3
1669,13
167,10
1670,13
1671,2
1672,8
1673,10
1674,9
1675,1
1676,13
1677,10
1678,13
1679,15
168,11
1680,2
1681,1
1682,15
1683,3
1684,13
1685,12
1686,13
1687,13
1688,13
1689,9
169,3
1690,13
1691,15
1692,13
1693,13
1694,2
1695,9
1696,1
1697,13
1698,13
1699,13
17,13
170,9
1700,13
1701,2
1702,13
1703,13
1704,13
1705,13
1706,1
1707,2
1708,9
1709,13
171,13
1710,13
1711,2
1712,2
1713,13
1714,13
1715,13
1716,13
1717,13
1718,13
1719,13
172,1
1720,15
1721,9
1722,13
1723,12
1724,3
1725,13
1726,13
1727,1
1728,15
1729,13
173,9
1730,4
1731,9
1732,13
1733,1
1734,1
1735,13
1736,13
1737,13
1738,13
1739,3
174,8
1740,13
1741,6
1742,3
1743,13
1744,4
1745,13
1746,13
1747,13
1748,0
1749,3
175,13
1750,13
1751,5
1752,15
1753,12
1754,13
1755,9
1756,2
1757,11
1758,3
1759,4
176,15
1760,15
1761,7
1762,3
1763,13
1764,13
1765,15
1766,3
1767,4
1768,13
1769,13
177,9
1770,9
1771,15
1772,13
1773,15
1774,7
1775,15
1776,1
1777,13
1778,7
1779,3
178,13
1780,13
1781,13
1782,13
1783,9
1784,13
1785,11
1786,12
1787,12
1788,13
1789,10
179,9
1790,12
1791,12
1792,15
1793,15
1794,12
1795,13
1796,13
1797,13
1798,5
1799,14
18,12
180,2
1800,12
1801,2
1802,5
1803,2
1804,13
1805,13
1806,13
1807,11
1808,13
1809,15
181,12
1810,13
1811,13
1812,13
1813,13
1814,13
1815,13
1816,13
1817,1
1818,15
1819,13
182,15
1820,1
1821,4
1822,13
1823,13
1824,15
1825,2
1826,11
1827,9
1828,15
1829,13
183,15
1830,3
1831,13
1832,12
1833,12
1834,13
1835,2
1836,9
1837,8
1838,0
1839,14
184,4
1840,1
1841,15
1842,13
1843,12
1844,14
1845,3
1846,9
1847,13
1848,3
1849,15
185,15
1850,10
1851,13
1852,4
1853,13
1854,9
1855,14
1856,2
1857,13
1858,13
1859,1
186,13
1860,12
1861,12
1862,13
1863,13
1864,15
1865,5
1866,13
1867,9
1868,13
1869,13
187,3
1870,13
1871,4
1872,13
1873,2
1874,5
1875,1
1876,3
1877,14
1878,14
1879,10
188,14
1880,14
1881,14
1882,14
1883,14
1884,7
1885,14
1886,14
1887,14
1888,14
1889,14
189,14
1890,14
1891,14
1892,14
1893,14
1894,14
1895,14
1896,14
1897,14
1898,14
1899,14
19,14
190,14
1900,14
1901,14
1902,14
1903,10
1904,14
1905,14
1906,14
1907,10
1908,10
1909,2
191,2
1910,14
1911,14
1912,14
1913,14
1914,14
1915,14
1916,14
1917,14
1918,14
1919,9
192,11
1920,14
1921,14
1922,14
1923,14
1924,9
1925,14
1926,14
1927,14
1928,8
1929,3
193,14
1930,14
1931,14
1932,14
1933,14
1934,14
1935,14
1936,15
1937,10
1938,14
1939,14
194,14
1940,14
1941,14
1942,14
1943,14
1944,14
1945,14
1946,14
1947,14
1948,14
1949,14
195,14
1950,14
1951,14
1952,14
1953,5
1954,14
1955,14
1956,1
1957,14
1958,14
1959,14
196,13
1960,14
1961,14
1962,14
1963,14
1964,14
1965,14
1966,14
1967,7
1968,14
1969,14
197,14
1970,3
1971,6
1972,10
1973,15
1974,15
1975,2
1976,15
1977,15
1978,1
1979,1
198,15
1980,1
1981,15
1982,3
1983,15
1984,15
1985,15
1986,2
1987,15
1988,15
1989,15
199,15
1990,15
1991,15
1992,15
1993,15
1994,2
1995,15
1996,15
1997,15
1998,4
1999,12
2,15
20,15
200,15
2000,15
2001,3
2002,15
2003,2
2004,15
2005,3
2006,2
2007,15
2008,15
2009,15
201,15
2010,15
2011,15
2012,3
2013,15
2014,15
2015,15
2016,2
2017,3
2018,6
2019,3
202,15
2020,15
2021,15
2022,13
2023,15
2024,15
2025,15
2026,15
2027,15
2028,15
2029,15
203,13
2030,15
2031,15
2032,15
2033,15
2034,15
2035,15
2036,15
2037,15
2038,3
2039,13
204,9
2040,15
2041,15
2042,3
2043,15
2044,15
2045,15
2046,15
2047,15
2048,13
2049,13
205,15
2050,15
2051,15
2052,2
2053,15
2054,15
2055,15
2056,15
2057,15
2058,15
2059,13
206,9
2060,15
2061,15
2062,15
2063,2
2064,15
2065,15
2066,15
2067,15
2068,15
2069,15
207,15
2070,12
2071,15
2072,15
2073,15
2074,4
2075,15
2076,15
2077,15
2078,15
2079,3
208,15
2080,3
2081,15
2082,2
2083,15
2084,15
2085,2
2086,15
2087,2
2088,15
2089,15
209,15
2090,15
2091,0
2092,15
2093,15
2094,9
2095,15
2096,15
2097,15
2098,15
2099,15
21,15
210,15
2100,15
2101,15
2102,15
2103,6
2104,15
2105,15
2106,15
2107,15
2108,8
2109,15
211,15
2110,15
2111,9
2112,15
2113,15
2114,15
2115,15
2116,15
2117,2
2118,15
2119,15
212,15
2120,15
2121,15
2122,15
2123,15
2124,2
2125,2
2126,15
2127,15
2128,15
2129,2
213,15
2130,12
2131,15
2132,8
2133,15
2134,15
2135,15
2136,15
2137,15
2138,15
2139,15
214,3
2140,13
2141,9
2142,15
2143,15
2144,15
2145,15
2146,15
2147,15
2148,15
2149,15
215,15
2150,15
2151,15
2152,15
2153,13
2154,15
2155,15
2156,2
2157,15
2158,2
2159,15
216,15
2160,15
2161,15
2162,15
2163,15
2164,12
2165,15
2166,2
2167,13
2168,2
2169,15
217,12
2170,15
2171,6
2172,15
2173,15
2174,8
2175,15
2176,15
2177,15
2178,15
2179,15
218,15
2180,15
2181,15
2182,15
2183,15
2184,15
2185,13
2186,15
2187,15
2188,15
2189,1
219,9
2190,15
2191,15
2192,15
2193,15
2194,15
2195,15
2196,15
2197,6
2198,15
2199,15
22,15
220,15
2200,15
2201,15
2202,15
2203,15
2204,15
2205,15
2206,13
2207,15
2208,15
2209,15
221,13
2210,15
2211,15
2212,15
2213,15
2214,15
2215,15
2216,2
2217,15
2218,9
2219,15
222,15
2220,15
2221,15
2222,3
2223,13
2224,15
2225,2
2226,15
2227,15
2228,15
2229,15
223,15
2230,15
2231,15
2232,15
2233,15
2234,15
2235,2
2236,15
2237,15
2238,15
2239,15
224,15
2240,15
2241,15
2242,15
2243,13
2244,15
2245,9
2246,15
2247,15
2248,15
2249,3
225,15
2250,15
2251,15
2252,15
2253,15
2254,15
2255,15
2256,4
2257,15
2258,13
2259,15
226,4
2260,15
2261,15
2262,15
2263,15
2264,0
2265,15
2266,12
2267,15
2268,15
2269,15
227,13
2270,15
2271,15
2272,15
2273,15
2274,15
2275,15
2276,15
2277,15
2278,13
2279,15
228,2
2280,15
2281,0
2282,15
2283,11
2284,7
2285,15
2286,15
2287,15
2288,15
2289,15
229,13
2290,15
2291,15
2292,15
2293,15
2294,15
2295,13
2296,15
2297,15
2298,15
2299,9
23,15
230,15
2300,15
2301,15
2302,2
2303,15
2304,15
2305,15
2306,0
2307,15
2308,15
2309,15
231,4
2310,3
2311,10
2312,5
2313,13
2314,2
2315,5
2316,12
2317,15
2318,3
2319,3
232,4
2320,2
2321,3
2322,9
2323,3
2324,2
2325,2
2326,0
2327,2
2328,2
2329,13
233,3
2330,2
2331,2
2332,2
2333,2
2334,11
2335,1
2336,13
2337,2
2338,2
2339,2
234,2
2340,3
2341,8
2342,2
2343,5
2344,3
2345,2
2346,3
2347,2
2348,2
2349,3
235,2
2350,9
2351,2
2352,15
2353,2
2354,2
2355,9
2356,15
2357,9
2358,2
2359,2
236,4
2360,15
2361,2
2362,8
2363,2
2364,2
2365,3
2366,15
2367,2
2368,2
2369,2
237,2
2370,1
2371,2
2372,2
2373,2
2374,5
2375,14
2376,2
2377,2
2378,2
2379,2
238,2
2380,3
2381,2
2382,2
2383,2
2384,3
2385,2
2386,2
2387,15
2388,3
2389,2
239,3
2390,2
2391,7
2392,1
2393,2
2394,0
2395,0
2396,2
2397,13
2398,3
2399,9
24,2
240,2
2400,14
2401,2
2402,2
2403,2
2404,2
2405,2
2406,3
2407,2
2408,2
2409,3
241,2
2410,10
2411,5
2412,4
2413,2
2414,9
2415,3
2416,2
2417,3
2418,8
2419,2
242,13
2420,2
2421,13
2422,0
2423,2
2424,6
2425,13
2426,2
2427,2
2428,15
2429,2
243,15
2430,2
2431,2
2432,0
2433,15
2434,3
2435,9
2436,2
2437,12
2438,3
2439,9
244,2
2440,4
2441,13
2442,1
2443,3
2444,9
2445,2
2446,6
2447,10
2448,12
2449,2
245,14
2450,2
2451,12
2452,2
2453,2
2454,2
2455,2
2456,2
2457,9
2458,13
2459,3
246,15
2460,2
2461,2
2462,6
2463,3
2464,3
2465,2
2466,3
2467,2
2468,10
2469,2
247,2
2470,3
2471,2
2472,2
2473,2
2474,15
2475,2
2476,7
2477,15
2478,3
2479,2
248,2
2480,2
2481,2
2482,2
2483,15
2484,2
2485,13
2486,0
2487,3
2488,7
2489,4
249,0
2490,1
2491,2
2492,5
2493,7
2494,2
2495,8
2496,3
2497,2
2498,2
2499,4
25,2
250,2
2500,2
2501,2
2502,2
2503,1
2504,2
2505,2
2506,14
2507,2
2508,15
2509,2
251,13
2510,3
2511,3
2512,2
2513,5
2514,2
2515,2
2516,2
2517,2
2518,2
2519,4
252,4
2520,2
2521,13
2522,2
2523,2
2524,2
2525,2
2526,2
2527,9
2528,3
2529,1
253,2
2530,3
2531,13
2532,2
2533,8
2534,2
2535,2
2536,13
2537,14
2538,2
2539,12
254,13
2540,1
2541,2
2542,2
2543,4
2544,2
2545,12
2546,15
2547,0
2548,2
2549,9
255,13
2550,4
2551,15
2552,12
2553,0
2554,2
2555,4
2556,9
2557,2
2558,2
2559,2
256,2
2560,4
2561,2
2562,10
2563,12
2564,2
2565,2
2566,2
2567,2
2568,2
2569,9
257,2
2570,1
2571,3
2572,2
2573,9
2574,2
2575,2
2576,2
2577,3
2578,9
2579,3
258,0
2580,2
2581,2
2582,2
2583,1
2584,2
2585,1
2586,10
2587,2
2588,2
2589,2
259,9
2590,9
2591,4
2592,2
2593,0
2594,14
2595,2
2596,2
2597,2
2598,3
2599,2
26,2
260,3
2600,2
2601,2
2602,14
2603,15
2604,3
2605,0
2606,2
2607,2
2608,2
2609,4
261,4
2610,5
2611,13
2612,2
2613,2
2614,2
2615,4
2616,3
2617,2
2618,15
2619,9
262,15
2620,9
2621,2
2622,3
2623,3
2624,2
2625,3
2626,15
2627,4
2628,2
2629,2
263,3
2630,2
2631,15
2632,9
2633,5
2634,12
2635,15
2636,9
2637,2
2638,4
2639,2
264,3
2640,15
2641,2
2642,4
2643,2
2644,4
2645,2
2646,2
2647,13
2648,2
2649,12
265,3
2650,2
2651,2
2652,2
2653,2
2654,2
2655,2
2656,14
2657,15
2658,2
2659,4
266,2
2660,3
2661,2
2662,2
2663,13
2664,2
2665,5
2666,12
2667,7
2668,1
2669,0
267,13
2670,0
2671,2
2672,13
2673,5
2674,2
2675,3
2676,3
2677,3
2678,0
2679,3
268,3
2680,13
2681,8
2682,3
2683,10
2684,3
2685,3
2686,3
2687,3
2688,4
2689,3
269,4
2690,3
2691,13
2692,3
2693,3
2694,3
2695,3
2696,3
2697,8
2698,12
2699,3
27,2
270,3
2700,13
2701,9
2702,9
2703,3
2704,0
2705,3
2706,3
2707,9
2708,1
2709,3
271,12
2710,3
2711,5
2712,1
2713,3
2714,4
2715,3
2716,6
2717,10
2718,0
2719,3
272,3
2720,3
2721,3
2722,3
2723,12
2724,3
2725,9
2726,9
2727,5
2728,13
2729,2
273,12
2730,13
2731,3
2732,3
2733,8
2734,5
2735,3
2736,3
2737,14
2738,3
2739,3
274,2
2740,3
2741,4
2742,1
2743,11
2744,12
2745,3
2746,13
2747,8
2748,1
2749,3
275,3
2750,3
2751,14
2752,1
2753,3
2754,5
2755,1
2756,2
2757,12
2758,3
2759,3
276,15
2760,15
2761,9
2762,3
2763,9
2764,3
2765,3
2766,3
2767,3
2768,4
2769,3
277,3
2770,1
2771,3
2772,3
2773,3
2774,4
2775,4
2776,3
2777,1
2778,12
2779,4
278,4
2780,13
2781,3
2782,3
2783,4
2784,3
2785,1
2786,3
2787,3
2788,4
2789,3
279,3
2790,3
2791,3
2792,3
2793,10
2794,3
2795,3
2796,2
2797,3
2798,9
2799,3
28,2
280,3
2800,0
2801,3
2802,3
2803,3
2804,3
2805,13
2806,3
2807,15
2808,3
2809,3
281,3
2810,7
2811,3
2812,1
2813,4
2814,9
2815,3
2816,3
2817,3
2818,0
2819,3
282,2
2820,3
2821,3
2822,3
2823,15
2824,3
2825,4
2826,3
2827,3
2828,3
2829,3
283,3
2830,4
2831,0
2832,10
2833,3
2834,9
2835,3
2836,3
2837,13
2838,2
2839,3
284,3
2840,15
2841,2
2842,3
2843,3
2844,4
2845,3
2846,12
2847,3
2848,9
2849,3
285,3
2850,2
2851,3
2852,12
2853,3
2854,1
2855,3
2856,2
2857,3
2858,13
2859,2
286,15
2860,4
2861,0
2862,4
2863,5
2864,9
2865,2
2866,3
2867,11
2868,4
2869,8
287,0
2870,3
2871,4
2872,3
2873,3
2874,3
2875,4
2876,7
2877,12
2878,1
2879,4
288,3
2880,3
2881,9
2882,3
2883,7
2884,3
2885,3
2886,15
2887,4
2888,3
2889,13
289,13
2890,3
2891,3
2892,0
2893,4
2894,3
2895,3
2896,3
2897,2
2898,5
2899,11
29,3
290,4
2900,15
2901,14
2902,3
2903,0
2904,3
2905,3
2906,3
2907,1
2908,2
2909,3
291,3
2910,12
2911,3
2912,3
2913,3
2914,3
2915,3
2916,4
2917,4
2918,13
2919,9
292,3
2920,3
2921,4
2922,3
2923,10
2924,13
2925,10
2926,3
2927,3
2928,1
2929,3
293,3
2930,8
2931,3
2932,3
2933,8
2934,3
2935,3
2936,15
2937,3
2938,3
2939,4
294,3
2940,3
2941,2
2942,15
2943,8
2944,3
2945,3
2946,10
2947,10
2948,3
2949,3
295,2
2950,3
2951,3
2952,4
2953,8
2954,3
2955,4
2956,2
2957,1
2958,9
2959,4
296,1
2960,15
2961,3
2962,6
2963,4
2964,3
2965,3
2966,3
2967,3
2968,4
2969,3
297,3
2970,3
2971,4
2972,3
2973,3
2974,6
2975,5
2976,13
2977,3
2978,4
2979,4
298,2
2980,3
2981,2
2982,3
2983,3
2984,2
2985,6
2986,3
2987,3
2988,4
2989,5
299,3
2990,9
2991,3
2992,3
2993,8
2994,13
2995,15
2996,3
2997,3
2998,3
2999,3
3,5
30,3
300,3
3000,3
3001,2
3002,3
3003,14
3004,12
3005,4
3006,3
3007,3
3008,3
3009,3
301,3
3010,9
3011,3
3012,3
3013,3
3014,9
3015,4
3016,1
3017,3
3018,3
3019,7
302,0
3020,15
3021,1
3022,9
3023,1
3024,3
3025,3
3026,2
3027,3
3028,3
3029,3
303,2
3030,3
3031,3
3032,2
3033,3
3034,9
3035,3
3036,3
3037,3
3038,7
3039,3
304,9
3040,3
3041,13
3042,3
3043,3
3044,4
3045,9
3046,4
3047,1
3048,15
3049,4
305,13
3050,13
3051,12
3052,3
3053,8
3054,3
3055,3
3056,3
3057,5
3058,3
3059,9
306,4
3060,9
3061,7
3062,3
3063,3
3064,3
3065,5
3066,1
3067,3
3068,3
3069,9
307,3
3070,4
3071,3
3072,1
3073,12
3074,15
3075,9
3076,3
3077,3
3078,3
3079,9
308,3
3080,13
3081,10
3082,4
3083,3
3084,3
3085,6
3086,3
3087,2
3088,3
3089,3
309,3
3090,3
3091,3
3092,2
3093,2
3094,3
3095,13
3096,9
3097,3
3098,3
3099,3
31,12
310,15
3100,3
3101,3
3102,5
3103,7
3104,3
3105,3
3106,3
3107,3
3108,3
3109,1
311,3
3110,3
3111,13
3112,0
3113,3
3114,3
3115,9
3116,3
3117,10
3118,12
3119,3
312,3
3120,4
3121,4
3122,3
3123,2
3124,3
3125,4
3126,3
3127,3
3128,5
3129,12
313,3
3130,8
3131,3
3132,13
3133,1
3134,3
3135,3
3136,3
3137,4
3138,4
3139,3
314,3
3140,10
3141,4
3142,5
3143,4
3144,2
3145,4
3146,2
3147,4
3148,3
3149,0
315,9
3150,4
3151,4
3152,5
3153,4
3154,4
3155,15
3156,4
3157,3
3158,3
3159,4
316,4
3160,9
3161,4
3162,3
3163,0
3164,4
3165,10
3166,1
3167,9
3168,4
3169,4
317,4
3170,4
3171,4
3172,5
3173,9
3174,4
3175,9
3176,4
3177,0
3178,3
3179,4
318,3
3180,1
3181,4
3182,14
3183,3
3184,3
3185,4
3186,13
3187,4
3188,3
3189,4
319,4
3190,0
3191,9
3192,0
3193,3
3194,4
3195,4
3196,6
3197,4
3198,4
3199,5
32,4
320,8
3200,0
3201,14
3202,4
3203,4
3204,4
3205,0
3206,1
3207,4
3208,4
3209,3
321,14
3210,4
3211,0
3212,4
3213,4
3214,4
3215,4
3216,0
3217,2
3218,9
3219,9
322,14
3220,4
3221,8
3222,0
3223,4
3224,4
3225,3
3226,4
3227,4
3228,3
3229,4
323,4
3230,4
3231,9
3232,8
3233,12
3234,5
3235,0
3236,4
3237,4
3238,9
3239,8
324,3
3240,10
3241,1
3242,0
3243,3
3244,5
3245,6
3246,4
3247,4
3248,4
3249,4
325,4
3250,2
3251,9
3252,9
3253,4
3254,9
3255,5
3256,2
3257,6
3258,3
3259,3
326,4
3260,3
3261,3
3262,4
3263,10
3264,10
3265,4
3266,3
3267,4
3268,4
3269,3
327,0
3270,4
3271,9
3272,4
3273,4
3274,3
3275,4
3276,4
3277,10
3278,12
3279,4
328,4
3280,4
3281,3
3282,15
3283,4
3284,3
3285,8
3286,14
3287,2
3288,3
3289,4
329,10
3290,3
3291,3
3292,1
3293,0
3294,4
3295,4
3296,0
3297,1
3298,4
3299,0
33,13
330,4
3300,4
3301,4
3302,10
3303,4
331,0
332,10
333,9
334,3
335,2
336,3
337,12
338,2
339,3
34,4
340,9
341,4
342,4
343,4
344,4
345,10
346,4
347,3
348,4
349,0
35,6
350,6
351,4
352,3
353,3
354,0
355,4
356,0
357,4
358,4
359,0
36,8
360,2
361,2
362,12
363,5
364,4
365,4
366,4
367,4
368,4
369,12
37,3
370,4
371,0
372,3
373,4
374,4
375,2
376,4
377,5
378,12
379,0
38,4
380,4
381,3
382,3
383,4
384,4
385,8
386,4
387,2
388,4
389,4
39,4
390,4
391,4
392,4
393,4
394,2
395,5
396,2
397,2
398,1
399,3
4,3
40,2
400,4
401,4
402,13
403,13
404,12
405,2
406,3
407,13
408,6
409,0
41,9
410,1
411,5
412,5
413,14
414,9
415,9
416,14
417,5
418,9
419,4
42,4
420,3
421,5
422,8
423,1
424,3
425,10
426,5
427,5
428,5
429,5
43,0
430,0
431,3
432,9
433,5
434,10
435,3
436,5
437,15
438,11
439,3
44,2
440,10
441,15
442,0
443,1
444,4
445,5
446,10
447,5
448,9
449,3
45,3
450,4
451,6
452,5
453,13
454,8
455,9
456,10
457,2
458,13
459,15
46,13
460,15
461,2
462,3
463,1
464,5
465,4
466,5
467,5
468,2
469,4
47,12
470,11
471,5
472,5
473,10
474,3
475,9
476,7
477,4
478,3
479,3
48,5
480,4
481,9
482,3
483,5
484,3
485,5
486,9
487,3
488,12
489,13
49,13
490,3
491,13
492,13
493,3
494,5
495,11
496,3
497,4
498,14
499,10
5,4
50,1
500,15
501,10
502,3
503,12
504,10
505,9
506,3
507,12
508,4
509,13
51,2
510,8
511,6
512,6
513,15
514,6
515,1
516,9
517,6
518,6
519,9
52,6
520,4
521,9
522,6
523,9
524,4
525,6
526,6
527,9
528,9
529,12
53,6
530,13
531,9
532,6
533,9
534,6
535,6
536,3
537,6
538,9
539,15
54,6
540,6
541,6
542,13
543,6
544,6
545,9
546,0
547,9
548,6
549,9
55,6
550,2
551,6
552,6
553,6
554,9
555,6
556,9
557,6
558,9
559,9
56,9
560,6
561,3
562,14
563,6
564,9
565,9
566,6
567,6
568,6
569,2
57,2
570,9
571,6
572,6
573,6
574,6
575,0
576,7
577,6
578,0
579,6
58,6
580,9
581,6
582,6
583,9
584,6
585,9
586,6
587,1
588,6
589,6
59,3
590,9
591,1
592,6
593,9
594,6
595,9
596,6
597,9
598,3
599,6
6,6
60,2
600,1
601,1
602,6
603,9
604,6
605,6
606,13
607,3
608,6
609,9
61,6
610,9
611,6
612,6
613,1
614,9
615,6
616,6
617,9
618,1
619,3
62,13
620,7
621,7
622,1
623,7
624,6
625,7
626,13
627,6
628,12
629,2
63,7
630,15
631,1
632,14
633,1
634,0
635,13
636,3
637,7
638,7
639,7
64,1
640,1
641,7
642,13
643,13
644,1
645,3
646,7
647,7
648,1
649,13
65,7
650,9
651,4
652,3
653,4
654,7
655,5
